NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,tt,xh
3,0.577523448,0.481038134,0.41574097,0.390676177,0.373037691,27.93,7,2.631933333,32,25,25,62.73,27,10.52126667,79,52,52,61.99339378,17.701955,6.884805353,72.64,54.938045,54.938045,1502.542667,556.6,188.2722578,1768,1211.4,1519,9.93,7,2.631933333,14,7,7,4,0,0,4,4,4,128.5233333,19,7.193977778,139,120,139,1.808733333,0.46,0.177663556,2.01,1.55,1.55,2,0,0,2,2,2,0.646666667,2,0.875155556,2,0,0,7.283333333,5,1.756777778,10,5,5,0,0,0,0,0,0,9.93,7,2.631933333,14,7,7,0,0,0,0,0,0,1.293333333,4,1.750311111,4,0,0,2.716666667,5,1.756777778,5,0,5,0,0,0,0,0,0,4.01,2,0.6798,5,3,5,14.45402126,12.76,5.529632916,23.005,10.245,10.48758621,0.123836667,0.383,0.167592289,0.383,0,0,0.516263541,1.5484712,0.688138439,1.5484712,0,3.10E-04,211.92,31,11.94666667,225,194,217,0.201409869,0.065122524,0.733467607,0,0,0.051525145,0.018495966,327,70
5,0.544915896,0.452921098,0.391959276,0.368904797,0.35309555,28.33333333,7,2.444444444,32,25,32,64,27,10,79,52,79,62.12488417,17.701955,7.010077222,72.64,54.938045,72.64,1496.093333,599.6,189.7955556,1811,1211.4,1211.4,10.33333333,7,2.444444444,14,7,14,4,0,0,4,4,4,127.5166667,19,7.235555556,139,120,120,1.830833333,0.46,0.170422222,2.01,1.55,2.01,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,2,7.666666667,5,1.757777778,10,5,10,0,0,0,0,0,0,10.33333333,7,2.444444444,14,7,14,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,4,2.333333333,5,1.757777778,5,0,0,0,0,0,0,0,0,3.666666667,3,1.051111111,5,2,4,14.60921782,12.76,5.597188123,23.005,10.245,23.005,0.127666667,0.383,0.170222222,0.383,0,0.383,0.290471149,2.1106628,0.369678456,2.1106628,0,0,221.7633333,35,4.555555556,229,194,225,0.193548387,0.064516129,0.741935484,0,0,0.051525145,0.01791326,294.5,71
5,0.538351393,0.447068276,0.387272376,0.364919158,0.349886809,28.33333333,7,2.444444444,32,25,32,64,27,10,79,52,79,62.13252917,17.701955,7.004980556,72.64,54.938045,72.64,1498.306667,599.6,191.2711111,1811,1211.4,1211.4,10.33333333,7,2.444444444,14,7,14,4,0,0,4,4,4,127.4833333,19,7.164444444,139,120,120,1.8325,0.46,0.1678,2.01,1.55,2.01,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,2,7.666666667,5,1.753333333,10,5,10,0,0,0,0,0,0,10.33333333,7,2.444444444,14,7,14,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,4,2.333333333,5,1.753333333,5,0,0,0,0,0,0,0,0,3.666666667,3,1.037777778,5,2,4,14.61033391,12.76,5.596444061,23.005,10.245,23.005,0.127666667,0.383,0.170222222,0.383,0,0.383,0.31089401,2.1106628,0.391542448,2.1106628,0,0,221.6366667,35,4.777777778,229,194,225,0.193548387,0.064516129,0.741935484,0,0,0.051525145,0.017644253,274.3,72
5,0.532040099,0.441362474,0.382781296,0.361208683,0.347053542,28.33333333,7,2.444444444,32,25,32,64,27,10,79,52,79,62.14017417,17.701955,6.999883889,72.64,54.938045,72.64,1500.52,599.6,192.7466667,1811,1211.4,1211.4,10.33333333,7,2.444444444,14,7,14,4,0,0,4,4,4,127.45,19,7.093333333,139,120,120,1.834166667,0.46,0.165177778,2.01,1.55,2.01,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,2,7.666666667,5,1.748888889,10,5,10,0,0,0,0,0,0,10.33333333,7,2.444444444,14,7,14,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,4,2.333333333,5,1.748888889,5,0,0,0,0,0,0,0,0,3.666666667,3,1.024444444,5,2,4,14.61145,12.76,5.5957,23.005,10.245,23.005,0.127666667,0.383,0.170222222,0.383,0,0.383,0.331316871,2.1106628,0.41286183,2.1106628,0,0,221.51,35,5,229,194,225,0.193548387,0.064516129,0.741935484,0,0,0.051525145,0.017372475,245.1,73
5,0.525991128,0.435817422,0.378494012,0.357778715,0.344585657,28.33333333,7,2.444444444,32,25,32,64,27,10,79,52,79,62.14781917,17.701955,6.994787222,72.64,54.938045,72.64,1502.733333,599.6,194.2222222,1811,1211.4,1211.4,10.33333333,7,2.444444444,14,7,14,4,0,0,4,4,4,127.4166667,19,7.022222222,139,120,120,1.835833333,0.46,0.162555556,2.01,1.55,2.01,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,2,7.666666667,5,1.744444444,10,5,10,0,0,0,0,0,0,10.33333333,7,2.444444444,14,7,14,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,4,2.333333333,5,1.744444444,5,0,0,0,0,0,0,0,0,3.666666667,3,1.011111111,5,2,4,14.61256609,12.76,5.594955939,23.005,10.245,23.005,0.127666667,0.383,0.170222222,0.383,0,0.383,0.351739733,2.1106628,0.433636602,2.1106628,0,0,221.3833333,35,5.222222222,229,194,225,0.193548387,0.064516129,0.741935484,0,0,0.051525145,0.017097927,229.2,74
4,0.559322034,0.46536935,0.402640818,0.378820132,0.36234631,27.44067797,18,2.781959207,32,14,27,63.15254237,27,10.67624246,79,52,58,60.78267381,44.5545,7.23497869,72.64,28.0855,58.933195,1515.257627,556.6,185.4046538,1768,1211.4,1768,10.05084746,7,2.677391554,14,7,9,3.966101695,1,0.06549842,4,3,4,127.8474576,28,7.182993393,139,111,126,1.814067797,0.46,0.170077564,2.01,1.55,1.88,2,0,0,2,2,2,0.677966102,2,0.896294168,2,0,0,7.033898305,10,1.809824763,10,0,7,0,0,0,0,0,0,9.711864407,10,2.616489515,14,4,9,0,0,0,0,0,0,1.355932203,4,1.792588337,4,0,0,2.627118644,5,1.781097386,5,0,3,0,0,0,0,0,0,3.983050847,2,0.666475151,5,3,3,14.56159556,12.76,5.550443689,23.005,10.245,10.245,0.143050847,0.773,0.18911807,0.773,0,0,0.525005361,1.5484712,0.693875145,1.5484712,0,1.5484712,211.9830508,33,12.19189888,227,194,194,0.205933682,0.069808028,0.72425829,0,0,0.051525145,0.017583555,308.5,75
4,0.551564071,0.458524353,0.397514656,0.374771285,0.359417499,27.13559322,18,2.803217466,32,14,27,63.13559322,27,10.6538351,79,52,58,60.0275128,44.5545,7.268212965,72.64,28.0855,58.933195,1523.318644,556.6,182.5312267,1768,1211.4,1768,10.05084746,7,2.677391554,14,7,9,3.949152542,1,0.096523987,4,3,4,127.6949153,28,7.281241023,139,111,126,1.81220339,0.46,0.16887676,2.01,1.55,1.88,2,0,0,2,2,2,0.677966102,2,0.896294168,2,0,0,6.86440678,10,1.898879632,10,0,7,0,0,0,0,0,0,9.542372881,10,2.568802068,14,4,9,0,0,0,0,0,0,1.355932203,4,1.792588337,4,0,0,2.627118644,5,1.781097386,5,0,3,0,0,0,0,0,0,3.983050847,2,0.666475151,5,3,3,14.51812098,12.76,5.492968826,23.005,10.245,10.245,0.149661017,0.773,0.197856938,0.773,0,0,0.525005361,1.5484712,0.693875145,1.5484712,0,1.5484712,212.0169492,33,12.21488078,227,194,194,0.209591474,0.071047957,0.719360568,0,0,0.051525145,0.017329066,333,76
4,0.544751142,0.452422173,0.393274216,0.371760062,0.357584527,26.83050847,18,2.918701523,32,14,27,63.11864407,27,10.63142775,79,52,58,59.27235178,44.5545,7.250249882,72.64,28.0855,58.933195,1531.379661,556.6,181.5216317,1768,1211.4,1768,10.05084746,7,2.677391554,14,7,9,3.93220339,1,0.12640046,4,3,4,127.5423729,28,7.379488653,139,111,126,1.810338983,0.46,0.167675955,2.01,1.55,1.88,2,0,0,2,2,2,0.677966102,2,0.896294168,2,0,0,6.694915254,10,1.999425452,10,0,7,0,0,0,0,0,0,9.372881356,10,2.509623671,14,4,9,0,0,0,0,0,0,1.355932203,4,1.792588337,4,0,0,2.627118644,5,1.781097386,5,0,3,0,0,0,0,0,0,3.983050847,2,0.666475151,5,3,3,14.47464641,12.76,5.435493962,23.005,10.245,10.245,0.156271186,0.773,0.206595806,0.773,0,0,0.525005361,1.5484712,0.693875145,1.5484712,0,1.5484712,212.0508475,33,12.23786268,227,194,194,0.213381555,0.072332731,0.714285714,0,0,0.051525145,0.017071107,358.5,77
4,0.561367378,0.467249838,0.40427117,0.380313626,0.363670375,28.12,7,2.639466667,32,25,29.5,63.36,27,10.46506667,79,52,68.5,62.42865198,17.701955,6.874606225,72.64,54.938045,65.7865975,1494.629767,556.6,197.0314304,1768,1211.4,1489.7,10.12,7,2.639466667,14,7,11.5,4,0,0,4,4,4,128.1233333,19,6.831111111,139,120,123,1.823833333,0.46,0.166125556,2.01,1.55,1.945,1.97,1,0.0582,2,1,2,0.666666667,2,0.888888889,2,0,1,7.483333333,5,1.828777778,10,5,8.5,0,0,0,0,0,0,10.12,7,2.639466667,14,7,11.5,0.03,1,0.0582,1,0,0,1.333333333,4,1.777777778,4,0,2,2.516666667,5,1.828777778,5,0,1.5,0,0,0,0,0,0,3.88,4,0.759466667,5,1,3.5,14.59666782,12.76,5.605554789,23.005,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.516251137,1.5484712,0.688146709,1.5484712,0,0.7742356,212.24,31,12.16,225,194,209.5,0.194664032,0.065876153,0.739459816,0,0,0.051525145,0.017399005,340,78
4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,28.13333333,7,2.635555556,32,25,29.5,63.4,27,10.44,79,52,68.5,62.45734517,17.701955,6.861013544,72.64,54.938045,65.7865975,1494.092333,556.6,197.5497111,1768,1211.4,1489.7,10.13333333,7,2.635555556,14,7,11.5,4,0,0,4,4,4,128.1,19,6.8,139,120,123,1.825,0.46,0.165,2.01,1.55,1.945,1.966666667,1,0.064444444,2,1,2,0.666666667,2,0.888888889,2,0,1,7.5,5,1.833333333,10,5,8.5,0,0,0,0,0,0,10.13333333,7,2.635555556,14,7,11.5,0.033333333,1,0.064444444,1,0,0,1.333333333,4,1.777777778,4,0,2,2.5,5,1.833333333,5,0,1.5,0,0,0,0,0,0,3.866666667,4,0.768888889,5,1,3.5,14.5986092,12.76,5.604260536,23.005,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.516250103,1.5484712,0.688147398,1.5484712,0,0.7742356,212.2666667,31,12.17777778,225,194,209.5,0.194078947,0.065789474,0.740131579,0,0,0.051525145,0.017286044,305.5,79
4,0.558191524,0.464519615,0.402228818,0.378685737,0.362471691,28.14666667,7,2.631466667,32,25,29.5,63.44,27,10.4144,79,52,68.5,62.48603835,17.701955,6.847038288,72.64,54.938045,65.7865975,1493.5549,556.6,198.060826,1768,1211.4,1489.7,10.14666667,7,2.631466667,14,7,11.5,4,0,0,4,4,4,128.0766667,19,6.768888889,139,120,123,1.826166667,0.46,0.163858889,2.01,1.55,1.945,1.963333333,1,0.070644444,2,1,2,0.666666667,2,0.888888889,2,0,1,7.516666667,5,1.837666667,10,5,8.5,0,0,0,0,0,0,10.14666667,7,2.631466667,14,7,11.5,0.036666667,1,0.070644444,1,0,0,1.333333333,4,1.777777778,4,0,2,2.483333333,5,1.837666667,5,0,1.5,0,0,0,0,0,0,3.853333333,4,0.778133333,5,1,3.5,14.60055057,12.76,5.602966284,23.005,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.516249069,1.5484712,0.688148087,1.5484712,0,0.7742356,212.2933333,31,12.19555556,225,194,209.5,0.193495401,0.065703022,0.740801577,0,0,0.051525145,0.017171743,282.5,80
4,0.538083017,0.446827249,0.390577971,0.370870099,0.358018213,28.15333333,7,2.564444444,32,25,28.5,63.46,27,10.36,79,52,65.5,61.83412567,17.701955,7.203916222,72.64,54.938045,63.7890225,1493.603333,599.6,188.1355556,1811,1211.4,1365.2,10.15333333,7,2.564444444,14,7,10.5,4,0,0,4,4,4,128.3866667,19,7.725955556,139,120,129.5,1.816133333,0.46,0.177422222,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.486666667,5,1.925377778,10,5,7.5,0,0,0,0,0,0,10.15333333,7,2.564444444,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.513333333,5,1.925377778,5,0,2.5,0,0,0,0,0,0,3.846666667,3,0.898711111,5,2,4.5,14.6410954,12.685,5.575936398,23.005,10.32,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.334942403,2.1106628,0.446383123,2.1106628,0,1.55E-04,222.6933333,12,3.795555556,229,217,221,0.196979645,0.065659882,0.737360473,0,0,0.051525145,0.018745457,232.5,82
4,0.573565844,0.477588211,0.412549152,0.387480553,0.369707748,28.16666667,25,2.846666667,50,25,29.5,63.18666667,28,10.7664,80,52,68.5,62.5955597,63.771955,7.444486071,118.71,54.938045,65.7865975,1492.7072,1262.92,200.706496,1768,505.08,1489.7,10.04666667,7,2.688266667,14,7,11.5,4.006666667,1,0.013244444,5,4,4,128.3333333,19,7.111111111,139,120,123,1.816066667,0.46,0.173830222,2.01,1.55,1.945,2,0,0,2,2,2,0.68,2,0.8976,2,0,1,7.366666667,5,1.790666667,10,5,8.5,0,0,0,0,0,0,10.04666667,7,2.688266667,14,7,11.5,0,0,0,0,0,0,1.36,4,1.7952,4,0,2,2.633333333,5,1.790666667,5,0,1.5,0,0,0,0,0,0,3.993333333,2,0.662222222,5,3,3.5,14.73117816,23.04,5.763265517,33.285,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.516258373,1.5484712,0.688141885,1.5484712,0,0.7742356,211.4933333,84,12.60213333,225,141,209.5,0.199071002,0.067684141,0.733244857,0,0,0.051525145,0.01819609,258.5,83
4,0.569912274,0.474515768,0.410001955,0.385188406,0.367659455,28.33333333,25,3.022222222,50,25,29.5,63.37333333,28,10.86115556,80,52,68.5,63.02070607,63.771955,7.89791046,118.71,54.938045,65.7865975,1485.947733,1262.92,209.1882951,1768,505.08,1489.7,10.09333333,7,2.708622222,14,7,11.5,4.013333333,1,0.026311111,5,4,4,128.3333333,19,7.111111111,139,120,123,1.8188,0.46,0.172032,2.01,1.55,1.945,2,0,0,2,2,2,0.693333333,2,0.905955556,2,0,1,7.4,5,1.802666667,10,5,8.5,0,0,0,0,0,0,10.09333333,7,2.708622222,14,7,11.5,0,0,0,0,0,0,1.386666667,4,1.811911111,4,0,2,2.6,5,1.802666667,5,0,1.5,0,0,0,0,0,0,3.986666667,2,0.657777778,5,3,3.5,14.88316092,23.04,5.905275096,33.285,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.516256305,1.5484712,0.688143263,1.5484712,0,0.7742356,210.9866667,84,13.19075556,225,141,209.5,0.198150594,0.068692206,0.733157199,0,0,0.051525145,0.018029537,272.5,84
4,0.56639209,0.47153631,0.407601171,0.383095269,0.365879799,28.5,25,3.193333333,50,25,29.5,63.56,28,10.95093333,80,52,68.5,63.44585243,63.771955,8.339997614,118.71,54.938045,65.7865975,1479.188267,1262.92,217.4898418,1768,505.08,1489.7,10.14,7,2.727733333,14,7,11.5,4.02,1,0.0392,5,4,4,128.3333333,19,7.111111111,139,120,123,1.821533333,0.46,0.170160889,2.01,1.55,1.945,2,0,0,2,2,2,0.706666667,2,0.913955556,2,0,1,7.433333333,5,1.813777778,10,5,8.5,0,0,0,0,0,0,10.14,7,2.727733333,14,7,11.5,0,0,0,0,0,0,1.413333333,4,1.827911111,4,0,2,2.566666667,5,1.813777778,5,0,1.5,0,0,0,0,0,0,3.98,2,0.653333333,5,3,3.5,15.03514368,23.04,6.043231801,33.285,10.245,16.625,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.516254238,1.5484712,0.688144641,1.5484712,0,0.7742356,210.48,84,13.76586667,225,141,209.5,0.197238659,0.069690993,0.733070348,0,0,0.051525145,0.017855668,276.5,85
4,0.529150262,0.438722958,0.386211182,0.368803898,0.357367552,28.13333333,7,2.577777778,32,25,28.5,63.4,27,10.4,79,52,65.5,62.13844067,17.701955,7.001039556,72.64,54.938045,63.7890225,1494.133333,556.6,188.4888889,1768,1211.4,1365.2,10.13333333,7,2.577777778,14,7,10.5,4,0,0,4,4,4,128.0666667,19,7.288888889,139,120,129.5,1.817333333,0.46,0.178222222,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.466666667,5,1.831111111,10,5,7.5,0,0,0,0,0,0,10.13333333,7,2.577777778,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.533333333,5,1.831111111,5,0,2.5,0,0,0,0,0,0,3.866666667,3,0.844444444,5,2,4.5,14.5891954,12.76,5.610536398,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.389183574,1.5484712,0.518704684,1.5484712,0,1.55E-04,216.1333333,31,8.853333333,225,194,221,0.197368421,0.065789474,0.736842105,0,0,0.051525145,0.018660996,289.5,90
4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,28.16666667,7,2.555555556,32,25,28.5,63.5,27,10.33333333,79,52,65.5,62.1304475,17.701955,7.006368333,72.64,54.938045,63.7890225,1492.8,556.6,187.6,1768,1211.4,1365.2,10.16666667,7,2.555555556,14,7,10.5,4,0,0,4,4,4,128,19,7.333333333,139,120,129.5,1.818333333,0.46,0.178888889,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.5,5,1.833333333,10,5,7.5,0,0,0,0,0,0,10.16666667,7,2.555555556,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.5,5,1.833333333,5,0,2.5,0,0,0,0,0,0,3.833333333,3,0.888888889,5,2,4.5,14.5916954,12.76,5.608869732,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.357414357,1.5484712,0.476345729,1.5484712,0,1.55E-04,217.1666667,31,7.833333333,225,194,221,0.196721311,0.06557377,0.737704918,0,0,0.051525145,0.018734914,281,91
4,0.52757306,0.437275017,0.385497583,0.36852627,0.357309116,28.18333333,7,2.544444444,32,25,28.5,63.55,27,10.3,79,52,65.5,62.12645092,17.701955,7.009032722,72.64,54.938045,63.7890225,1492.133333,556.6,187.1555556,1768,1211.4,1365.2,10.18333333,7,2.544444444,14,7,10.5,4,0,0,4,4,4,127.9666667,19,7.355555556,139,120,129.5,1.818833333,0.46,0.179222222,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.516666667,5,1.832777778,10,5,7.5,0,0,0,0,0,0,10.18333333,7,2.544444444,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.483333333,5,1.832777778,5,0,2.5,0,0,0,0,0,0,3.816666667,3,0.911111111,5,2,4.5,14.5929454,12.76,5.608036398,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.341529749,1.5484712,0.455166251,1.5484712,0,1.55E-04,217.6833333,31,7.560555556,225,194,221,0.196399345,0.065466448,0.738134206,0,0,0.051525145,0.018771498,280.5,92
4,0.528393793,0.438029141,0.385866707,0.368667549,0.357337745,28.19333333,7,2.537777778,32,25,28.5,63.58,27,10.28,79,52,65.5,62.12405297,17.701955,7.010631356,72.64,54.938045,63.7890225,1491.733333,556.6,186.8888889,1768,1211.4,1365.2,10.19333333,7,2.537777778,14,7,10.5,4,0,0,4,4,4,127.9466667,19,7.368888889,139,120,129.5,1.819133333,0.46,0.179422222,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.526666667,5,1.831911111,10,5,7.5,0,0,0,0,0,0,10.19333333,7,2.537777778,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.473333333,5,1.831911111,5,0,2.5,0,0,0,0,0,0,3.806666667,3,0.924444444,5,2,4.5,14.5936954,12.76,5.607536398,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.331998984,1.5484712,0.442458564,1.5484712,0,1.55E-04,217.9933333,31,7.380355556,225,194,221,0.196206671,0.065402224,0.738391105,0,0,0.051525145,0.018793328,280,93
4,0.529150262,0.438722958,0.386211182,0.368803898,0.357367552,28.2,7,2.533333333,32,25,28.5,63.6,27,10.26666667,79,52,65.5,62.12245433,17.701955,7.011697111,72.64,54.938045,63.7890225,1491.466667,556.6,186.7111111,1768,1211.4,1365.2,10.2,7,2.533333333,14,7,10.5,4,0,0,4,4,4,127.9333333,19,7.377777778,139,120,129.5,1.819333333,0.46,0.179555556,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.533333333,5,1.831111111,10,5,7.5,0,0,0,0,0,0,10.2,7,2.533333333,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.466666667,5,1.831111111,5,0,2.5,0,0,0,0,0,0,3.8,3,0.933333333,5,2,4.5,14.5941954,12.76,5.607203065,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.32564514,1.5484712,0.433986773,1.5484712,0,1.55E-04,218.2,31,7.253333333,225,194,221,0.196078431,0.065359477,0.738562092,0,0,0.051525145,0.018807832,293.5,94
4,0.542197176,0.450506973,0.392766545,0.372111221,0.358545498,28.18,7,2.546666667,32,25,28.5,63.54,27,10.30666667,79,52,65.5,61.87210433,17.701955,7.178597111,72.64,54.938045,63.7890225,1492.496667,599.6,187.3977778,1811,1211.4,1365.2,10.18,7,2.546666667,14,7,10.5,4,0,0,4,4,4,128.28,19,7.717066667,139,120,129.5,1.8172,0.46,0.178133333,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.513333333,5,1.9076,10,5,7.5,0,0,0,0,0,0,10.18,7,2.546666667,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.486666667,5,1.9076,5,0,2.5,0,0,0,0,0,0,3.82,3,0.934266667,5,2,4.5,14.63562874,12.685,5.579580843,23.005,10.32,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.314738828,2.1106628,0.419445023,2.1106628,0,1.55E-04,222.64,12,3.76,229,217,221,0.196463654,0.065487885,0.738048461,0,0,0.051525145,0.018799696,271,95
4,0.538083017,0.446827249,0.390577971,0.370870099,0.358018213,28.15333333,7,2.564444444,32,25,28.5,63.46,27,10.36,79,52,65.5,61.83412567,17.701955,7.203916222,72.64,54.938045,63.7890225,1493.603333,599.6,188.1355556,1811,1211.4,1365.2,10.15333333,7,2.564444444,14,7,10.5,4,0,0,4,4,4,128.3866667,19,7.725955556,139,120,129.5,1.816133333,0.46,0.177422222,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.486666667,5,1.925377778,10,5,7.5,0,0,0,0,0,0,10.15333333,7,2.564444444,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.513333333,5,1.925377778,5,0,2.5,0,0,0,0,0,0,3.846666667,3,0.898711111,5,2,4.5,14.6410954,12.685,5.575936398,23.005,10.32,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.334942403,2.1106628,0.446383123,2.1106628,0,1.55E-04,222.6933333,12,3.795555556,229,217,221,0.196979645,0.065659882,0.737360473,0,0,0.051525145,0.018745457,235,96
4,0.535412613,0.444421295,0.389216016,0.37016305,0.357759329,28.13333333,7,2.577777778,32,25,28.5,63.4,27,10.4,79,52,65.5,61.80564167,17.701955,7.222905556,72.64,54.938045,63.7890225,1494.433333,599.6,188.6888889,1811,1211.4,1365.2,10.13333333,7,2.577777778,14,7,10.5,4,0,0,4,4,4,128.4666667,19,7.728888889,139,120,129.5,1.815333333,0.46,0.176888889,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.466666667,5,1.937777778,10,5,7.5,0,0,0,0,0,0,10.13333333,7,2.577777778,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.533333333,5,1.937777778,5,0,2.5,0,0,0,0,0,0,3.866666667,3,0.871111111,5,2,4.5,14.6451954,12.685,5.573203065,23.005,10.32,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.350095084,2.1106628,0.466586698,2.1106628,0,1.55E-04,222.7333333,12,3.822222222,229,217,221,0.197368421,0.065789474,0.736842105,0,0,0.051525145,0.018704033,195,97
